Session,total_trades,wins,losses,win_rate,avg_win_pips,avg_loss_pips,expectancy
American,3488,2104,1384,0.6032110091743119,0.6539448669201221,-2.983887283237025,-0.7895068807339753
Asian,5524,2935,2589,0.531317885590152,2.40589437819422,-3.9964851293935753,-0.5947863866763092
European,3437,2145,1292,0.6240907768402677,2.671888111888101,-1.740247678018565,1.0133255746290346
